Date	ATRCT	AVBLS	ETRAV	NADDU	NTRAN	NTRBL	NTREP	TOUTV	TRFEE	Volume_BTC	Volume_Currency	Weighted_Price	JPY_Rate	GBP_Rate	CHF_Rate	EUR_Rate	CNY_Rate	CAD_Rate	SEK_Rate	Dollar_Index
2015-02-18	6.71666666667	0.375044171114	175336	223247	104555	707	95051	814178.367771	15.30417671	8983.21	2105087.66	234.34	0.0084030788881046	1.53789843103602	1.06755145331117	1.13829226564554	0.162632565870255	0.805217811417989	0.119511437244544	1
2015-02-19	7.21666666667	0.307401976934	177651	181312	96005	756	87029	703399.909491	13.71575584	8005.71	1879984.16	234.83	0.00840689365279529	1.54187976729951	1.06102034082095	1.13934924928278	0.16261643336629	0.802974216497908	0.119437211857726	1
2015-02-20	7.36666666667	0.329416010753	157591	194679	96709	671	87583	723775.886795	13.92458106	12402.62	2942562.32	237.25	0.0084163748990035	1.54139730748718	1.05646487835335	1.13697605301037	0.162591315347482	0.800877762027182	0.119054989118374	1
2015-02-21	8.85	0.417947161025	157725	248310	92541	703	86038	765685.841766	14.40873654	4971.9	1181080.33	237.55	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-22	7.83333333333	0.332661811879	106163	223159	86028	654	77520	480914.145479	12.44675566	6829.29	1591477.43	233.04	NA	NA	NA	NA	NA	NA	NA	NA
2015-02-23	9.15	0.406974263435	136609	215517	96936	668	88993	718922.650584	13.83752097	6293.85	1446025.94	229.75	0.00840724704695447	1.54139730748718	1.05629413989137	1.13517041745892	0.16256488370921	0.797422729737488	0.118873978129566	1
2015-02-24	8.8	0.391656212185	159426	196851	104463	575	97226	830578.411427	14.56045942	7723.52	1786173.24	231.26	0.00839644662378881	1.54261473197069	1.05428847652152	1.1336775934292	0.162541895173481	0.7945904283637	0.118902953787178	1
2015-02-25	7.06666666667	0.340458631516	180120	194596	104785	686	97116	793938.981734	15.13904695	5644.84	1304581.48	231.11	0.00840724704695447	1.54715655831929	1.05309161370493	1.13432314370853	0.162580477336281	0.799852827079817	0.119354673153195	1
2015-02-26	8.63333333333	0.36747402615	153033	189240	101348	708	89371	783337.058361	14.42623973	5943.25	1368950.16	230.34	0.00840703500689377	1.5491434785707	1.05290866017373	1.13273630578443	0.162628598564315	0.803109640528125	0.11992981707105	1
2015-02-27	7.56666666667	0.342901266074	219422	199935	103395	667	93947	1875028.08472	14.17573583	18577.18	4555480.97	245.22	0.00838560359574682	1.54514607811022	1.05201365934535	1.1246025935585	0.162453964607779	0.80126921042932	0.119721049953608	1
2015-02-28	9.95	0.394266163861	126307	238834	90259	847	79240	711898.996986	13.71948104	4990.93	1232453.48	246.94	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-01	7.73333333333	0.380356063843	110497	229461	86274	609	77863	915290.390029	12.66952726	8500.08	2097567.93	246.77	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-02	7.46666666667	0.415691057841	193317	213896	102935	668	92924	2057569.86744	16.08425123	13306.79	3443757.91	258.8	0.008353939717971	1.54049499185078	1.04791595714024	1.11975437068125	0.16226627571312	0.799507503377919	0.119697691510322	1
2015-03-03	8.1	0.383233349045	236688	216316	109142	554	99109	1209244.9502	15.32856227	16849.11	4550039.04	270.05	0.0083454342129421	1.53792444792357	1.04396120640157	1.11874718215554	0.162310522753501	0.799449978414851	0.120184362812554	1
2015-03-04	7.21666666667	0.371939434367	237573	211468	104846	730	96428	927352.901759	15.09375814	13276.56	3631415.77	273.52	0.00835380014368536	1.53442246639998	1.04064336735543	1.11532704735009	0.162375883933718	0.800461065573771	0.120428677921931	1
2015-03-05	10.5166666667	0.451330251861	211870	195590	96611	744	87646	1005916.16768	14.20542004	10609.49	2838081.05	267.5	0.00834425039426583	1.52736814612637	1.03553543395148	1.10813515259575	0.162465841556813	0.802432976785614	0.120102375264676	1
2015-03-06	7.41666666667	0.391250411166	216770	199410	96367	619	90351	940738.476004	17.21188567	7059.57	1904224.22	269.74	0.00832078281924764	1.52005484357876	1.02687643698521	1.09930699686917	0.16252261095825	0.800461065573771	0.119423804030315	1
2015-03-07	9.2	0.37688620547	204008	222227	94270	734	85542	982317.326521	13.57345998	4351.09	1181199.29	271.47	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-08	7.95	0.324800259028	350390	213398	86526	696	75981	2518102.63592	13.14254063	4319.67	1176649.8	272.39	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-09	8.88333333333	0.41520728487	167043	201698	96449	662	86735	869353.142216	14.01348729	14532.03	4102005.82	282.27	0.00828287680877322	1.5119329306552	1.01804899055352	1.08948839803805	0.162392232454737	0.795462680868327	0.118449309025956	1
2015-03-10	8.08333333333	0.427822517243	297083	210072	112347	574	101305	1209163.67226	16.8128673	14643.42	4260013.82	290.92	0.00824592651230292	1.50846171599588	1.01029286369533	1.08052855134618	0.162298405093573	0.791972566070311	0.117603752970965	1
2015-03-11	7.2	0.355840188911	245124	208179	102856	746	95980	964364.131833	15.46580835	10803.01	3143341.65	290.97	0.00823811446036231	1.50497695880276	1.00105511208814	1.06869119526698	0.162273121891456	0.788463206364475	0.116725613101283	1
2015-03-12	8.91666666667	0.453379458951	203267	193924	97654	728	92444	1105245.8328	14.35821792	6313.24	1842514.23	291.85	0.0082418488115254	1.4968603354464	0.994886284497682	1.05995306527827	0.162321324801725	0.786775871157583	0.11620745354607	1
2015-03-13	7.56666666667	0.375345264407	191896	198297	96745	730	87615	936006.72143	13.87866807	8892.39	2559233.17	287.8	0.00823974357917982	1.48646499300618	0.994371855299008	1.05747593184779	0.162419926976001	0.785582981130297	0.115851631133041	1
2015-03-14	8.15	0.36504238755	150728	219463	88828	716	80884	845760.366632	12.3819142	10530.38	2927688.95	278.02	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-15	7.53333333333	0.321742583294	88434	222639	84477	731	73041	567261.992468	11.85474118	4732.51	1319194.3	278.75	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-16	8.98333333333	0.411843103307	128540	206461	97794	702	85728	845772.82938	14.04389459	8417.05	2422114.37	287.76	0.00824076210567953	1.47975619536925	0.994431185361973	1.05516953936574	0.162485376316132	0.783250961440555	0.115381508959374	1
2015-03-17	7.45	0.375672086969	165657	199845	104238	634	93255	879535.338765	14.75421706	6151.8	1753485.36	285.04	0.00824137334245379	1.47860750659459	0.994174139542282	1.05696960472508	0.162663252907199	0.782497104760712	0.115370061007688	1
2015-03-18	8.01666666667	0.378029221339	226782	191204	102985	699	89818	1313065.33102	15.20202714	20321.53	5339778.88	262.76	0.00825096123698411	1.47621522036941	0.997536085867906	1.0615925374291	0.163000513451617	0.782999514540301	0.115246009895022	1
2015-03-19	8.16666666667	0.412476526274	231736	190851	102414	577	89798	1264777.94069	16.03415694	11566.1	2927830.69	253.14	0.0082802020369297	1.48152318361554	1.00637133693413	1.06934030258053	0.163194699436162	0.787593822114059	0.115272845060616	1
2015-03-20	7.75	0.385300940656	180944	198449	103109	565	93346	898988.249015	16.10498382	6811.49	1748771.75	256.74	0.0082904990880451	1.4829226626173	1.01385020768722	1.07249302075167	0.163187508975313	0.79018901321196	0.115462641485034	1
2015-03-21	8.53333333333	0.373092364598	136085	218099	100458	660	83857	671989.200632	14.67230432	6732.72	1730600.94	257.04	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-22	7.78333333333	0.351632799421	96073	214152	84331	618	76544	500187.761969	12.03965358	6955.19	1829658.45	263.06	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-23	7.26666666667	0.39325928688	175471	221091	106330	600	92109	777604.434574	17.375943	6952.81	1840609.97	264.73	0.00832092129240549	1.4882812732544	1.02281177092698	1.08060327919871	0.163186443775743	0.794091955848487	0.116192195834975	1
2015-03-24	6.85	0.301959254784	219823	185435	96397	579	88390	995369.888364	14.32893236	13060.95	3296130.11	252.37	0.00835135834843537	1.49181367247231	1.03457337297818	1.09091226447204	0.163265306122449	0.798326707221663	0.117229583588796	1
2015-03-25	6.4	0.284623151802	225910	182792	93930	719	88646	1048542.22335	15.31775967	12677.78	3086426.53	243.45	0.00835987593944106	1.4889327627743	1.04142258324872	1.09443196792001	0.163318101198428	0.799545857952683	0.117684440940063	1
2015-03-26	7.61666666667	0.337233613801	188637	188107	98391	706	89463	970255.894672	14.07414031	10644.06	2643870.65	248.39	0.00838461925443966	1.48812624072525	1.04309984238761	1.09562746036842	0.163341043030564	0.800826452899392	0.117652180153724	1
2015-03-27	7	0.311308882957	227414	202290	106302	891	94188	1081116.6675	15.37769189	6051.1	1487193.28	245.77	0.00839186660288848	1.48720335870007	1.0399258740837	1.09038768734223	0.163299699038655	0.799923207372092	0.116846317880408	1
2015-03-28	7.88333333333	0.329889742533	134157	208232	90053	786	83161	699832.03712	12.89657663	7033.05	1757840.46	249.94	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-29	7.3	0.323861507391	127439	228699	87456	687	78466	542197.767181	12.19379189	8415.12	2033323.22	241.63	NA	NA	NA	NA	NA	NA	NA	NA
2015-03-30	7.95	0.378150053427	172399	202713	102105	611	92978	809237.493053	14.80696195	10398.2	2519175.28	242.27	0.00836960160696351	1.48457820164135	1.03733256155791	1.08588244236679	0.163338641839193	0.794085650078218	0.116338185799063	1
2015-03-31	7.8	0.360977032041	174210	203189	105294	622	98965	780481.875871	14.73616593	10017.11	2430230.67	242.61	0.00834090965960748	1.48155610801137	1.03274098752759	1.0800535706571	0.163397624852125	0.788711954507095	0.116065967253148	1
2015-04-01	8.18333333333	0.442979671586	179274	241041	126590	782	115358	1065013.43306	18.11563857	7714.43	1856745.3	240.68	0.00833986622854569	1.48158464367149	1.03113406186392	1.07649347322007	0.16344222399103	0.789203693473286	0.115941894560122	1
2015-04-02	7.16666666667	0.401884247657	212109	214884	115686	703	104713	919886.269914	16.0150584	10421.5	2565369.94	246.16	0.00835303256847398	1.48262365081248	1.03620285536059	1.07981215587736	0.163569746139754	0.792323965422982	0.115834185679883	1
2015-04-03	7.85	0.346507678758	157884	195509	103760	907	94497	710039.263911	14.6205005	7542.29	1885974.3	250.05	0.00836736059977241	1.48469943002389	1.04289315246785	1.08799958220816	0.163684605953864	0.796292462295552	0.116113944936445	1
2015-04-04	7.60833333333	0.364960757169	112224	228536	94152	823	84096	534385.211886	15.06052225	4275.14	1065020.25	249.12	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-05	7.55	0.34412914554	85808	222020	94048	803	81030	464142.976205	14.3073758	5500.57	1387234.1	252.2	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-06	9.46666666667	0.414320398671	111204	189967	100949	755	88792	630939.019932	15.31261593	8483.11	2146480.77	253.03	0.00838862837537434	1.49026854639206	1.04783031016825	1.09597929037533	0.163795602743249	0.800544370171717	0.116831164946912	1
2015-04-07	7.06666666667	0.375497859979	198958	220417	111786	653	102214	825264.711976	16.185038	9550.7	2363813	247.5	0.00836127392369501	1.48949829229021	1.04422283715345	1.09249977057505	0.16373257885361	0.801371948776305	0.116571039557217	1
2015-04-08	9.8	0.452093156446	208799	214628	108047	746	101474	920414.832755	15.47753386	7462.55	1825765.33	244.66	0.00833597305813508	1.48779413690087	1.03882828480101	1.08537918264435	0.163604535117713	0.800948322814212	0.115851631133041	1
2015-04-09	7.86666666667	0.391029377917	207863	203465	117822	717	103426	869233.747254	16.98327802	8579.01	2064465.01	240.64	0.00832195998801638	1.48352544987909	1.03244350469142	1.07710916824553	0.163594096870609	0.79782353739	0.115126996589938	1
2015-04-10	8.63333333333	0.393602928645	176503	215133	114091	857	105399	938294.357911	29.80724162	8354.63	1957353.96	234.28	0.00830971987934287	1.47251983484218	1.02493040722535	1.06672469649016	0.163578575786772	0.794710407527497	0.114212879101099	1
2015-04-11	7.4	0.389155325228	182352	243573	103454	754	96631	775358.464219	17.10524583	5237.79	1215055.29	231.98	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-12	8.18333333333	0.325221019633	113515	193479	88884	761	88884	518158.274837	14.35766331	5133.35	1191523.5	232.11	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-13	7.46666666667	0.397882245111	159519	232236	105282	755	96153	736302.887551	15.91337178	10031.77	2277541.23	227.03	0.0083087532715716	1.46480870330739	1.02097073897862	1.05990363356164	0.163505024509403	0.79359410835734	0.113467451861434	1
2015-04-14	6.08333333333	0.383563874643	260797	219510	113372	634	101712	1094007.70927	16.94687098	11570.52	2516991.73	217.53	0.00833750208437552	1.46767231573741	1.02322411780175	1.05924573229894	0.163520264248747	0.795525961989769	0.113488699362761	1
2015-04-15	8.11666666667	0.423203561364	191451	190441	105461	693	95743	796458.568182	15.07987703	9126.61	2005836.37	219.78	0.00836715056687445	1.47471526934937	1.0271717749631	1.06187435690234	0.163642820089447	0.800268890347157	0.113827542167413	1
2015-04-16	8.41666666667	0.364453619805	179967	196262	104063	717	95847	1092751.34812	15.02016737	8759.32	1970781.69	224.99	0.00838679917809368	1.48389748642605	1.0349320618848	1.0678216225336	0.163797480794745	0.810983966846975	0.114857507775853	1
2015-04-17	8.35	0.370227344001	182134	191876	102089	794	93893	1160090.32854	14.2760589	6660.97	1481727.55	222.45	0.00840237283008722	1.4930231030395	1.04443005451925	1.07571529688666	0.163861360180379	0.818357393040689	0.11592415314508	1
2015-04-18	9.41666666667	0.394062364908	165284	225102	100484	777	89058	888595.044647	13.91339511	4849.7	1071352.78	220.91	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-19	7.7	0.334934914813	113757	168858	86313	921	77576	824017.017661	12.06487514	4453.95	991891.82	222.7	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-20	7.41666666667	0.365684084145	184164	253148	115128	654	104049	1314222.73997	15.96574801	6055.29	1344245.42	222	0.0084048445524	1.49458288433573	1.04793462564631	1.07741089542542	0.163799358889309	0.819215519218796	0.115767672803511	1
2015-04-21	7.9	0.359495450866	173284	205286	114061	629	114061	1167048.98372	16.81026573	10945.73	2460855.7	224.82	0.00838159736482579	1.49137982461373	1.04622318660751	1.07386471022835	0.163742498546785	0.816846645210828	0.115218921712199	1
2015-04-22	8.46666666667	0.40196947618	208669	222085	113657	792	106012	1492167.79494	16.12435635	10665.39	2488886.46	233.36	0.00836078457602461	1.49529356350886	1.04362781727329	1.07327229991521	0.163739817430104	0.816080041130434	0.115208036912655	1
2015-04-23	7.8	0.382458949435	170771	212819	107241	716	101207	1043100.65398	14.77482324	5834.09	1354745.98	232.21	0.00834836038202097	1.50115213426305	1.03895672121882	1.07450164613652	0.163739817430104	0.817661488143908	0.114997516053653	1
2015-04-24	9.16666666667	0.497293241819	183886	205205	110568	906	102383	1300018.22487	16.22929386	6847.7	1570776.99	229.39	0.00836645053336122	1.50753162801356	1.04316621810519	1.08041064247699	0.163797749091332	0.821463190234446	0.115380710191347	1
2015-04-25	8.11666666667	0.349916978316	143563	242148	100790	857	94093	1061784.87241	99.96396999	5665.73	1283049.26	226.46	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-26	7.5	0.333681458595	162355	226263	93761	715	86025	986913.304142	13.29723822	9518.13	2061513.54	216.59	NA	NA	NA	NA	NA	NA	NA	NA
2015-04-27	7.91666666667	0.410403590271	227171	203028	109382	655	101588	1387033.68476	15.1962056	35714.6	8175718.21	228.92	0.00839123283992884	1.51520661357383	1.04741983834122	1.08556888151667	0.163801237026942	0.823234984193888	0.11586706803019	1
2015-04-28	7.35	0.359975207383	218353	218502	112434	623	106587	1282095.82139	15.80028461	10960.43	2498617.07	227.97	0.00840138454817354	1.52350308204674	1.04687706103921	1.08967834874502	0.163789164036486	0.82634384167252	0.116265820871575	1
2015-04-29	9.06666666667	0.46874903154	187040	207741	116989	713	106124	1302466.31542	17.28262292	7129.77	1620465.75	227.28	0.00840505648197956	1.5337917325558	1.05018630305016	1.09848343377134	0.163884186323209	0.830399255962267	0.117736815831363	1
2015-04-30	8.46666666667	0.411972935038	196388	215077	114070	741	108264	1220912.96657	16.08932183	13535.36	3182314.38	235.11	0.00839898540256337	1.53912691486627	1.06062084501784	1.11085314632491	0.163945714295083	0.830675172780436	0.119488303289991	1
2015-05-01	8.36666666667	0.358235080226	185548	197072	105236	793	97071	1211402.25171	15.30178105	6928.96	1639178.11	236.57	0.00836442109841578	1.53184866560663	1.06945008876436	1.11982960672704	0.163909168095408	0.827129859387924	0.119861104951582	1
2015-05-02	8	0.356332707567	138144	238390	96416	704	86271	938951.080965	14.07475563	4418.72	1037051.92	234.7	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-03	7.38333333333	0.334149326103	144890	212123	86037	732	79473	814631.001058	12.37823502	6642.91	1598713.09	240.66	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-04	9.06666666667	0.372582854647	162530	190201	94120	783	88545	1115767.98657	13.94423733	6425.86	1541620.05	239.91	0.00833166699993335	1.5184114986266	1.0708816568681	1.1188448151053	0.163843640736772	0.824320759694012	0.119458470859898	1
2015-05-05	7.85	0.365427432122	169224	219068	114171	698	107830	1185724.4293	16.03734494	5898.9	1392927.83	236.13	0.00832493901982168	1.51383952090007	1.07158280281055	1.11552238239884	0.163831024681144	0.826023029522063	0.119359801767241	1
2015-05-06	8.58333333333	0.389267581326	182769	219506	113496	691	107858	1163293.86459	16.01690293	8215.91	1927716.16	234.63	0.00834202294056309	1.51843686035847	1.08011773283288	1.12167227876697	0.163916959668232	0.829531314807134	0.120187540638412	1
2015-05-07	6.81666666667	0.362922869854	202393	227324	113420	724	107329	1369922.51817	16.35823476	9242.64	2165973.13	234.35	0.00836358162019303	1.5223109898675	1.08873044231852	1.12948405168519	0.1637843353386	0.828850632827458	0.121136649408732	1
2015-05-08	7.25	0.382377875818	196211	261673	108365	670	101732	1125450.44812	15.86988861	9264.04	2233974.93	241.14	0.00835268371727836	1.53648774266903	1.0846645783258	1.1260183428388	0.163755369129165	0.826856292376385	0.121154554442011	1
2015-05-09	9.46666666667	0.399516408406	160352	199251	98717	723	92434	912949.880654	14.78591409	6259.56	1516404.79	242.25	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-10	8.93333333333	0.389588104662	120762	213909	90054	653	83644	995251.992599	15.2176298	5369.6	1296301.47	241.41	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-11	8.03333333333	0.378241718215	176602	215628	102966	726	96515	1075275.17356	16.18034809	6052.23	1461533.79	241.49	0.00834035313055155	1.5465942448135	1.0753647906211	1.11869336614834	0.163889826702897	0.826098090887312	0.120831319478009	1
2015-05-12	7.55	0.372562179083	206427	233523	114424	494	109297	1161665.75127	16.75259925	7151.56	1725240.13	241.24	0.00833361112037068	1.55698486766407	1.07430194545339	1.11882228291212	0.163945714295083	0.828088771116264	0.120615476654271	1
2015-05-13	7.45	0.339260566382	189880	211323	108615	714	101967	1071140.42366	15.40723591	9195.69	2217845.06	241.18	0.00834975451721719	1.56686518848605	1.0794950985525	1.12468860184336	0.164029886245274	0.832431532506451	0.120661902934739	1
2015-05-14	7.7	0.361189263208	186504	201739	101228	783	93903	1047459.52878	14.19848984	7430.81	1758239.01	236.61	0.00838047349675257	1.57365326753364	1.08905057659783	1.13422021792907	0.164095024146583	0.835484706452448	0.121206832186717	1
2015-05-15	7.66666666667	0.320089236173	181310	209999	107882	758	99964	1014614.79124	15.0815495	5392.53	1280458.19	237.45	0.0083795605758434	1.57574363281392	1.09248544809383	1.1393570380363	0.164094485604811	0.834084008941381	0.121360696124953	1
2015-05-16	8.45	0.390788860619	116394	236081	93025	653	85085	744402.192593	13.79618089	5059.76	1198983.07	236.96	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-17	6.4	0.273894403711	104689	216412	85578	708	77481	686643.867361	12.33378944	3773.49	893595.23	236.81	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-18	7.71666666667	0.389825772195	156159	197816	97915	772	90495	827210.0964	14.85179661	5912.32	1391930.81	235.43	0.0083610641962509	1.57158819988716	1.08879919603067	1.13949855226709	0.164052759367413	0.829868631795587	0.121510964541885	1
2015-05-19	8.06666666667	0.396096257602	205369	207126	106503	624	99347	1143305.56564	15.46219384	6799.5	1586116.49	233.27	0.00833291668749896	1.56203139058283	1.07884408329539	1.12856881674074	0.16397878114572	0.823730014250529	0.120940920360404	1
2015-05-20	7.91666666667	0.400727668279	191310	221491	107683	732	101313	1191754.86006	15.67924364	5621.35	1314253.33	233.8	0.00828555330924999	1.55409815683959	1.06928656131343	1.11584477260199	0.163918303117726	0.819168543927913	0.120025973620692	1
2015-05-21	7.65	0.323536754434	179991	203159	99962	792	95717	957204.68142	14.46308563	5924.72	1395326.66	235.51	0.00826118564536382	1.55782894726593	1.06856329527823	1.11208975009119	0.163947595790482	0.819094736497223	0.119946359987813	1
2015-05-22	8.08333333333	0.37616991661	220389	207671	100591	748	94416	1165755.1174	15.32116469	9058.65	2153916.06	237.77	0.00826118564536382	1.56065647453945	1.06762097747106	1.11100988576596	0.163963724665555	0.818511455067814	0.120047586863433	1
2015-05-23	9.3	0.39145822525	190033	194783	92674	831	83932	1144605.36823	13.47221894	5406.52	1302687.74	240.95	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-24	8	0.384455335901	105443	246182	87996	784	81001	702062.280471	12.74716388	3664.63	884333.05	241.32	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-25	7.93333333333	0.396522475613	154114	206424	105519	1071	96824	886365.209672	15.48928101	5077.63	1215559.22	239.4	0.00823736799617786	1.55258046636412	1.06227705460317	1.10261971417892	0.163863239740113	0.814909585781458	0.119351254322007	1
2015-05-26	8.95	0.418513453448	173736	222322	106971	653	100829	1039896.70267	17.74572734	6514.84	1553333.9	238.43	0.0081891362917953	1.54419167742454	1.05615357317877	1.09423915909909	0.163769850953059	0.810530411101025	0.118618615056498	1
2015-05-27	7.83333333333	0.405971507368	205260	221553	108558	853	102986	1119412.00004	16.09865543	7521.91	1797543.92	238.97	0.00812994910651859	1.53906532562775	1.05256620904596	1.08980066456045	0.163718907732935	0.805600534918755	0.118006631972717	1
2015-05-28	7.71666666667	0.426733573278	192633	220123	109786	914	104001	1049285.99305	16.12750693	4497.61	1073765.63	238.74	0.00808106928708807	1.53423648721214	1.05405177502319	1.09050897325309	0.163707650877064	0.802709948787105	0.117756780435417	1
2015-05-29	7.61666666667	0.397479257766	214634	237083	123148	883	112775	1125299.61817	17.52633345	5814.11	1384129.52	238.06	0.00807063419043468	1.53096686681507	1.05924909831421	1.09501200133153	0.163718103620462	0.803090291441467	0.117788127427908	1
2015-05-30	9.31666666667	0.517877894063	183472	269743	132907	872	125827	928260.478296	18.13414229	3503.62	825072.8	235.49	NA	NA	NA	NA	NA	NA	NA	NA
2015-05-31	7.5	0.343095999997	151507	238007	96037	772	90007	782197.707911	13.638817	5392.43	1255723.25	232.87	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-01	8.48333333333	0.45502689111	243081	252174	116959	633	109364	1473819.95235	45.24728362	9066.67	2069857.77	228.29	0.00805581065622634	1.52637499675645	1.05997778286567	1.09493286966576	0.163694519834865	0.801789594374644	0.117220651465493	1
2015-06-02	7.85	0.467757159716	260569	257275	133489	529	126303	1517326.80906	19.09865642	10102.75	2289101.98	226.58	0.00803684087858744	1.52497140678612	1.06172328306074	1.09897476644039	0.163507965290529	0.800903419056696	0.117136893201609	1
2015-06-03	8.43333333333	0.448338938431	226890	239702	125399	666	114926	1325341.04414	17.86202728	8207.82	1869580.25	227.78	0.00804453454323133	1.52998776009792	1.06771787050077	1.1120551223483	0.163526147013277	0.803199948595203	0.11845057176091	1
2015-06-04	9.05	0.435934234673	207085	240222	123893	713	117311	1277219.05789	17.47387221	6759.88	1534835.6	227.05	0.00804641170270118	1.53450723136533	1.07090688678801	1.12412093742693	0.163661835369287	0.80307094328713	0.12003850835348	1
2015-06-05	8.4	0.394963821895	228001	232715	109700	842	103094	1443588.41218	16.17225384	7140.63	1613986.37	226.03	0.00801995364466793	1.53282310761491	1.0688762476458	1.12185222289409	0.163673889595415	0.801083064302938	0.120230602295202	1
2015-06-06	8.06666666667	0.328409864295	164006	244636	102005	807	93425	1086475.72481	15.2555162	4217.63	958006.2	227.14	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-07	7.5	0.312804187843	150020	225189	88440	919	84280	1064474.91632	13.64505466	3700.54	838416.86	226.57	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-08	8.21666666667	0.339739278699	205544	188952	94037	714	91751	1001943.98781	15.28474251	8234.21	1874260.02	227.62	0.00799162477723346	1.52903328399653	1.06687719710023	1.11704884631195	0.163593561611789	0.802639077286117	0.119583466868205	1
2015-06-09	6.7	0.351669187899	230394	208925	115633	693	111830	1244998.71711	16.68496332	7237.44	1667607.86	230.41	0.00801937480953985	1.53147330795172	1.07321701091891	1.12341121568821	0.163587138779149	0.806393084372908	0.120060846837177	1
2015-06-10	7.7	0.503861831713	226873	267864	133064	815	123557	1303509.80233	20.21619753	6025.51	1388072.4	230.37	0.00808505477624611	1.54083204930663	1.07607413720376	1.12948405168519	0.163454513060833	0.81151704997322	0.120695544282592	1
2015-06-11	7.31666666667	0.410447760551	248971	258189	125147	1008	116693	1392935.77554	18.23746303	5894.67	1360352.81	230.78	0.00810865599026961	1.54741751490937	1.07238605898123	1.12842363731562	0.163428601312659	0.813636548553761	0.121115375718063	1
2015-06-12	8.86666666667	0.455860278186	217735	247460	125022	941	113864	1324268.32117	18.13113121	5738.41	1331253.4	231.99	0.00810044552450385	1.550892538656	1.07204461420866	1.12522898409826	0.163486045648574	0.813034570229926	0.121621062822144	1
2015-06-13	7.4	0.390649578239	179169	246532	112813	792	104241	1103192.29357	17.53784362	4218.79	978225.68	231.87	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-14	7.58333333333	0.376327179218	175007	223880	100512	779	94046	1329986.08266	15.99530424	5855.65	1373494.09	234.56	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-15	7.68333333333	0.456071090698	204834	277522	122279	856	112459	1370312.78786	18.51876216	8289.33	1963942.92	236.92	0.0080990022029286	1.5537045755046	1.07263336855146	1.12358793086788	0.163461192678246	0.811793739446681	0.121945865791258	1
2015-06-16	9.95	0.515885391856	336390	241825	124094	747	117904	1844236.25745	19.75196704	14770.35	3608605.59	244.31	0.00809985501259528	1.55875897845172	1.07340017754039	1.12506694148302	0.163451574202111	0.811286619449785	0.122187548111347	1
2015-06-17	8.21666666667	0.562683998699	348782	256567	133747	755	125228	1955229.23569	24.94126752	15394.99	3862917.29	250.92	0.00808956769350246	1.56632525997084	1.07606603171597	1.12631638227178	0.163568675944282	0.812433482008661	0.122329246720965	1
2015-06-18	7.48333333333	0.412149881388	302041	233829	122001	900	113931	1459868.8313	19.74416605	7608.55	1888818.67	248.25	0.00811299783382958	1.58033806591906	1.0834247924429	1.13312778395332	0.163724268684623	0.817000138890024	0.12304996566906	1
2015-06-19	7.41666666667	0.468944425168	422526	247406	125430	758	115154	1837052.86043	29.0238427	7225.01	1776618.65	245.9	0.00813299066332672	1.58702196914512	1.08582230952234	1.13566932943269	0.163796407617188	0.817587952023939	0.123143458434773	1
2015-06-20	8.28333333333	0.499824459873	222078	246533	114779	708	100133	1286244.19602	22.55311938	6671.91	1627779.64	243.97	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-21	9.41666666667	0.408822724077	124644	224267	91203	781	85165	921198.44574	13.16567765	4350.06	1062794.39	244.32	NA	NA	NA	NA	NA	NA	NA	NA
2015-06-22	9.23333333333	0.509042997618	181132	204152	111788	850	105432	1059024.19281	23.22920549	6416	1577634.4	245.89	0.00813047790949152	1.58621389777169	1.08701205387667	1.13570673326451	0.163826461905433	0.81558750846172	0.123080558687272	1
