Date	ATRCT	AVBLS	ETRAV	NADDU	NTRAN	NTRBL	NTREP	TOUTV	TRFEE	Volume_BTC	Volume_Currency	Weighted_Price	JPY_Rate	GBP_Rate	CHF_Rate	EUR_Rate	CNY_Rate	CAD_Rate	SEK_Rate	Dollar_Index
2011-12-15	15.9333333333	0.0167620666628	141814	8700	5476	49	3972	460923.223167	8.39607542	585.09	1804.91	3.08	0.0128229623351127	1.54813619883023	1.05551368684598	1.30045945232451	0.156219488381176	0.964589904602058	0.143085875850109	1
2011-12-16	12.0166666667	0.0180522395718	161418	8365	5319	36	3874	434633.624399	2.836012	975.38	3026.34	3.1	0.01283746485744	1.55087089154915	1.06145168378081	1.30193923849574	0.156421574914985	0.966024904122028	0.143637092268159	1
2011-12-17	13.1833333333	0.0134329011995	132783	7780	4819	42	3386	427685.75637	2.72970204	477.04	1524.76	3.2	NA	NA	NA	NA	NA	NA	NA	NA
2011-12-18	9.23333333333	0.0130028951736	80667	7873	4615	37	3297	310832.271208	3.89415776	559.38	1773.48	3.17	NA	NA	NA	NA	NA	NA	NA	NA
2011-12-19	16.0333333333	0.0154678205781	132682	8828	5200	35	3845	456568.669616	3.61261747	1400.79	4597.2	3.28	0.0128390801055886	1.55127507054423	1.06660523020541	1.30224950579631	0.156742760051913	0.964934287974989	0.144285570000144	1
2011-12-20	14.9	0.0242767475269	197252	10966	6684	30	5116	487765.091405	5.83700461	988.67	3930.77	3.98	0.012834301467474	1.55550750765699	1.06945695114935	1.30353283468857	0.156850935145275	0.965810314854163	0.144943501023301	1
2011-12-21	12.925	0.0158053613478	164386	9328	5667	31	4158	608602.022159	3.99252286	817.51	3115.55	3.81	0.0128389317495227	1.56472239477633	1.07242976121279	1.30735873008402	0.157043560742879	0.971288705854928	0.145554475217895	1
2011-12-22	14.6	0.0173516411712	105090	9669	5818	35	4263	497996.019286	4.15561326	407.13	1543.03	3.79	0.0128175056364981	1.56801500276755	1.07033148165987	1.30663102177239	0.15714276734699	0.975019987909752	0.145502799473862	1
2011-12-23	13.2333333333	0.0156360990123	96289	9685	5740	33	4255	293820.117057	3.10079941	455.01	1799.47	3.95	0.0128051302473823	1.56703951760255	1.07033148165987	1.30562961376865	0.157241357621882	0.978588483970721	0.145511691864441	1
2011-12-24	15.3666666667	0.0143955620852	84429	7849	4676	35	3302	278028.547231	2.23895545	618.61	2364.85	3.82	NA	NA	NA	NA	NA	NA	NA	NA
2011-12-25	13.0333333333	0.0119696321159	66063	8775	5307	39	3773	316815.853511	2.78505591	238.36	953.83	4	NA	NA	NA	NA	NA	NA	NA	NA
2011-12-26	12.5333333333	0.0130086111468	83490	9053	5381	33	3868	383673.998344	3.40552884	552.9	2211.38	4	0.0128174563501524	1.56385371086847	1.07033148165987	1.30613439077974	0.157309132896329	0.980027048746545	0.145447352421844	1
2011-12-27	13.8333333333	0.0144421259562	82715	9312	5571	30	4149	982261.420923	2.76747331	1209.54	4670.52	3.86	0.0128318476192432	1.56355295519326	1.06900536533793	1.30654566311765	0.157373251583175	0.980055863184201	0.145582022367222	1
2011-12-28	13.9	0.0144290161133	93300	8289	4969	38	3564	326037.959187	3.33596172	746.45	3008.97	4.03	0.0128463537551819	1.56249755859756	1.06866835373777	1.30464335616894	0.157320516955219	0.980613275542524	0.145597919696923	1
2011-12-29	14.9666666667	0.0148921830314	116367	8731	5023	34	3703	451570.140179	4.0354475	738.2	3055.91	4.14	0.0128538834795463	1.54964520872946	1.06307319577875	1.29632750418066	0.157166230006491	0.978636368084711	0.144943711109791	1
2011-12-30	13.9	0.0162334516644	84444	8353	5024	36	3544	337122.489307	3.52080887	605.61	2471.43	4.08	0.0128960206749003	1.54429660378291	1.06252085197172	1.29376985128116	0.157209469040739	0.979326419288813	0.144879662951952	1
2011-12-31	12.1333333333	0.0147157692761	83180	8668	5357	47	3779	288894.529061	3.62038935	1230.87	5396.44	4.38	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-01	15.05	0.0147064068173	168855	7701	4523	37	3052	303512.408393	3.22260941	1185.14	5929.68	5	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-02	15.5666666667	0.0189231822365	103335	9669	5809	34	4239	295186.118977	5.2069139	420.28	2175.86	5.18	0.0129655776877967	1.54847181316758	1.06252085197172	1.29410805543441	0.157389351351266	0.980526738964172	0.145053669857847	1
2012-01-03	13.6166666667	0.0174189143711	84487	9207	5544	39	3966	244250.937584	5.78307056	943.12	4591.03	4.87	0.0130122940153857	1.55507451917096	1.06653583827051	1.29770189970581	0.15776478847686	0.984532986777722	0.145582022367222	1
2012-01-04	13.6166666667	0.0165961067398	118758	9255	5636	37	4012	338482.005127	14.21969541	1024.52	5331.76	5.2	0.0130318289390006	1.5609609900239	1.06786267286027	1.30028697333502	0.158165032558272	0.987176576274198	0.14613858029292	1
2012-01-05	14.1166666667	0.023733573706	211068	11542	6917	45	5125	673601.094563	5.55023698	2380.99	14777.42	6.21	0.0130180703834993	1.55830475142702	1.06074460027961	1.29185280112443	0.158229851010772	0.985415845486796	0.145685310987149	1
2012-01-06	10.1333333333	0.0204255328459	173644	11043	6361	47	5175	622080.994298	6.65531797	2763.12	17945.15	6.49	0.0129791749138507	1.55056549123465	1.05153466226284	1.28053270160387	0.158120016254738	0.981344638423568	0.144738746562455	1
2012-01-07	12.3166666667	0.0167788141999	104557	9902	6211	41	4186	393041.111522	4.83857232	436.75	2751.3	6.3	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-08	14.0166666667	0.0192177695517	80489	10516	6290	55	4472	330587.82283	3.44381947	2005.99	13143.14	6.55	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-09	12.65	0.0197280563923	150094	10229	5999	42	4323	442394.95163	6.16347974	1148.63	7530.78	6.56	0.0129890372525588	1.54450649928335	1.04832462000853	1.27430416621004	0.158118016124875	0.975048508663306	0.144297020988002	1
2012-01-10	13.7166666667	0.0234697093702	107633	11080	6589	45	4859	375302.003101	4.64067614	525.3	3354.23	6.39	0.0130108718845467	1.54548756268884	1.05183771826947	1.27590892562089	0.158327303701851	0.977899471934285	0.144763680529719	1
2012-01-11	13.0166666667	0.0273737530959	109663	12031	7168	42	5299	451444.26569	5.17871126	1166.15	7559.44	6.48	0.0130065058542283	1.54385553217472	1.05160875106738	1.27499305128787	0.158416092540345	0.982077093051804	0.144761375348875	1
2012-01-12	13.3333333333	0.0214310266885	79120	11184	6943	41	5002	311617.955507	41.82887588	959.07	6235.39	6.5	0.0130083839034258	1.53622573915501	1.05159548066326	1.27442921501533	0.15836892674962	0.98232792070649	0.144364931448312	1
2012-01-13	14.4333333333	0.0239060078898	171761	11096	6824	50	5197	439298.714578	9.94639858	752.41	4843.87	6.44	0.0130175619928846	1.5329452937813	1.05463872295906	1.27671363696137	0.158422366703421	0.981017314955609	0.143949721241365	1
2012-01-14	12.2333333333	0.0169404745102	123925	10567	6734	47	4846	368949.362806	11.73821501	1069.31	6935.2	6.49	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-15	13.1166666667	0.0195932452743	79372	11200	6675	48	4941	279850.691591	6.7042272	448.97	3016.99	6.72	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-16	13.05	0.0202712228027	127665	11207	6685	37	4816	406064.284079	30.6769841	1190.27	7864.91	6.61	0.0130187313506673	1.5317266541882	1.05068283877692	1.27027840691844	0.158414837767365	0.979671809943669	0.143156339606921	1
2012-01-17	12.9333333333	0.0177726987042	145102	11033	6545	40	4725	398498.285018	23.16297162	688.62	4342.22	6.31	0.0130227324818203	1.5336858765935	1.05047423659411	1.27006222034817	0.158501212534276	0.983061844420632	0.143643901023606	1
2012-01-18	12.7833333333	0.0232123254051	153419	11962	7215	34	5311	448003.801648	11.20841262	549.57	3332.55	6.06	0.0130227324818203	1.53642636446184	1.05575216006892	1.27699242743491	0.158674244948605	0.985678097247001	0.144781915001433	1
2012-01-19	13.5166666667	0.0211619068595	124975	10970	6464	50	4664	359155.567288	7.25502575	391.53	2366.26	6.04	0.0130151222705662	1.54148997337847	1.06343043516637	1.28517194315427	0.158763675506099	0.988357152740714	0.146233678493559	1
2012-01-20	12.8666666667	0.0213253947272	146398	11045	6718	51	4863	391788.68492	43.74500914	474.4	2896.55	6.11	0.0129839103383088	1.54777198223158	1.06952329207825	1.29208982608471	0.158698167194867	0.987947046038332	0.147305994322827	1
2012-01-21	11.05	0.0160493584319	92748	10759	6771	51	4714	307719.918566	5.32543933	257.85	1541.09	5.98	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-22	15.4	0.0172037051274	62236	8918	5259	47	3496	303898.406446	3.21846767	310.32	1839.82	5.93	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-23	12.9	0.0144779305709	70085	10161	5984	39	4095	287869.462523	4.32893996	808.29	4778.38	5.91	0.0129806238228197	1.55339564521065	1.07174243885709	1.29456709029217	0.15863573269879	0.987995850417428	0.147619124943351	1
2012-01-24	12.85	0.0217459148831	96848	11338	6817	39	5103	321695.2799	8.74090361	332.99	1974.72	5.93	0.0129566573897	1.55651713725368	1.07541914461161	1.29856806899032	0.158668957846418	0.989687456701174	0.147934902725405	1
2012-01-25	11.6833333333	0.0234121076522	118374	12942	8017	36	6243	410275.473721	7.51802097	769.87	4541.17	5.9	0.0128697478559	1.55903844744715	1.07700708347559	1.30122601515148	0.158717058274555	0.989853996535511	0.147972116134436	1
2012-01-26	15.2333333333	0.0218075898977	130921	11098	6736	40	4843	443244.82851	7.15324525	499.6	2763.94	5.53	0.0128657574007053	1.56478115753121	1.08321354796849	1.30807356082477	0.158838824656233	0.994856591422347	0.14803235395128	1
2012-01-27	13.2833333333	0.0215426794917	141718	10852	6544	51	4931	388447.881161	21.44948903	1412.38	7164.98	5.07	0.0129434255811275	1.5687406463839	1.08757005310605	1.31271668029704	0.158954208471623	0.994856591422347	0.147803055384761	1
2012-01-28	10.8833333333	0.0167162310693	84212	10498	6095	42	4323	272882.336962	6.21920755	841.8	4375.47	5.2	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-29	13.7666666667	0.0186440637507	94613	10772	6464	43	4611	328587.840061	221.28355145	653.67	3607.67	5.52	NA	NA	NA	NA	NA	NA	NA	NA
2012-01-30	12	0.0153718281941	82758	10175	6019	46	4139	340079.480463	5.00811954	439.65	2338.15	5.32	0.0130268548612966	1.56951622801304	1.08987192914961	1.31423487217095	0.158897884274671	0.996810207336523	0.14767515011179	1
2012-01-31	11.0833333333	0.0171686788149	84150	11376	6469	48	4637	319873.15298	27.76413677	757.7	4005.75	5.29	0.0130862475316066	1.57263118496187	1.09121582175644	1.31498491054815	0.158816877787236	0.997924317419767	0.147868621687004	1
2012-02-01	17.0333333333	0.0235508459586	140076	11855	6900	43	5071	413291.783178	7.67023534	1210.2	6526.9	5.39	0.0131193135975126	1.57707562866177	1.08982916927772	1.31283559359861	0.158824697240421	0.999260547195076	0.147755228688155	1
2012-02-02	12.4333333333	0.0189440499054	139333	12071	6955	47	5113	426235.607313	10.52551844	755.89	4355.21	5.76	0.0131311831458638	1.58133018332361	1.09060768660298	1.31410189020416	0.158891319926084	1.00069047642874	0.148145733921373	1
2012-02-03	12.65	0.0198994994164	117984	12407	6943	50	5156	365576.374993	7.14420136	1027.39	5949.66	5.79	0.0131140145539334	1.58175289856219	1.09046378515246	1.31450264477932	0.158894097084293	1.00168985077826	0.148648266984179	1
2012-02-04	11.6333333333	0.0203962209748	136722	12959	7597	50	5774	398931.841246	8.85793127	398.3	2321.97	5.83	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-05	16.4833333333	0.0206483181785	110844	11232	6616	58	5084	347978.207919	4.45615015	991.89	5540.68	5.59	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-06	12.7333333333	0.0187540569821	118829	10914	6500	55	4576	312114.628591	4.48191176	506.28	2711.81	5.36	0.0130708019198394	1.57944447778827	1.08683484349035	1.31079121979609	0.158860272858405	1.00326160347289	0.148756839095677	1
2012-02-07	13.8666666667	0.0190585943369	113991	10983	6799	46	5090	335635.540588	5.50077725	759.13	3999.08	5.27	0.0130396797454655	1.58133018332361	1.08766113699745	1.31302176202268	0.158834031144177	1.00386487978718	0.148968245928698	1
2012-02-08	15.6833333333	0.0209560683279	102272	11209	6619	51	5078	302182.065236	4.40704453	1229.68	6649.97	5.41	0.0130099070442142	1.58611577693502	1.0934399072763	1.32200113956498	0.15892439966308	1.00438615433599	0.149798146996922	1
2012-02-09	13.2166666667	0.0227453576194	92417	11806	7259	71	5536	275427.677936	5.95689282	1016.89	5624.4	5.53	0.0129635439217832	1.58482875132928	1.09627245440055	1.32687587076229	0.15898883103462	1.0046283226826	0.15045942786298	1
2012-02-10	10.5666666667	0.0238375890823	91333	12310	8642	66	6905	300669.729039	7.26552646	989.56	5586.64	5.65	0.0129015610888918	1.58047044283201	1.09485135203193	1.32509477740395	0.15896861164763	1.00241582213134	0.150354686705939	1
2012-02-11	12.6	0.0242582818736	103158	12079	7624	71	6032	364050.07961	4.07907004	1150.79	6487.92	5.64	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-12	10.95	0.0193261623383	141274	11301	7405	50	5663	444742.958455	3.47829872	1144.79	6265.5	5.47	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-13	10.8333333333	0.0225251321079	136595	12245	7514	38	5857	336255.743845	4.81346772	847.66	4527.91	5.34	0.0128813026603754	1.57862416589446	1.09423077764793	1.32509477740395	0.158937281759245	1.00081566476678	0.150337507704797	1
2012-02-14	9.61666666667	0.0312379177879	381705	14695	9710	37	8100	1272718.18989	6.96051344	1509.65	6795.14	4.5	0.0128451326581075	1.57408427647216	1.09123130175164	1.31862277762614	0.158870872931898	0.999900009999	0.149997675036037	1
2012-02-15	12.15	0.0274248929091	429552	14215	9511	41	7802	1218761.58909	15.26703072	990.9	4537	4.58	0.0127768912034937	1.57056139717142	1.08798656119	1.31381011502408	0.158817634474862	1.00164570389149	0.149606087172475	1
2012-02-16	12.7333333333	0.0324234555858	274715	14299	9286	49	7743	1710441.06074	9.73008108	805.01	3332.98	4.14	0.0127272773553736	1.57025312480372	1.08296602735572	1.30727498529316	0.158752585682739	1.00048623631085	0.148713479687226	1
2012-02-17	13.3166666667	0.0211330937668	188725	11991	7128	45	5566	1128149.13802	3.53606055	984.27	4212.82	4.28	0.0126622829842975	1.57730448127976	1.08541099087169	1.31059365960999	0.158767708553293	1.00213052950573	0.148604308336107	1
2012-02-18	12.0833333333	0.0155563136509	117067	11605	6676	46	5024	668757.37948	3.79084356	490.32	2049.28	4.18	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-19	12.3833333333	0.0152522226807	81468	10536	5932	49	4286	471283.485902	2.44848079	703.46	2844.14	4.04	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-20	12.1833333333	0.0172345017734	105324	10712	6118	39	4510	398966.315061	3.9273343	1521.48	6609.37	4.34	0.0125954260969671	1.58440188036815	1.09237923474465	1.31941787283451	0.158846646270757	1.00611921707827	0.149549258534776	1
2012-02-21	16.15	0.0200983211398	103033	11125	6348	38	4767	361327.068711	3.68499377	1051.24	4451.17	4.23	0.012553729964247	1.58364663142525	1.09596487651764	1.32370382921044	0.158838320062392	1.00580550940026	0.150181945426885	1
2012-02-22	12.05	0.01980195987	146255	12333	7124	40	5474	628104.852685	3.3301254	1539.87	6495.28	4.22	0.0125075045027016	1.57646899321961	1.09657900248594	1.32390536194911	0.158795441300471	1.00308850952081	0.150286671826509	1
2012-02-23	12.4	0.0203010014125	125333	13080	7881	44	6051	810128.36467	4.19034459	1343.41	5898.03	4.39	0.0124779608017339	1.57073408257349	1.09997206070966	1.32649393062702	0.15876745648184	1.00159855128786	0.150395163291549	1
2012-02-24	9.81666666667	0.0230002896539	167523	12673	7203	36	5558	587906.679721	4.33478143	1585.89	7176.05	4.52	0.0124455507156192	1.57562942456438	1.10844714314376	1.33556283288904	0.158776279458954	1.0017781562273	0.151258241683444	1
2012-02-25	8.98333333333	0.0181011782435	181916	11532	6588	43	4910	523252.137539	4.26574148	497.6	2264.04	4.55	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-26	11.1166666667	0.0162473728782	89343	10278	5851	57	4227	330484.637243	2.61240263	1117.18	5132.49	4.59	NA	NA	NA	NA	NA	NA	NA	NA
2012-02-27	9.26666666667	0.0182563081572	91803	11131	6475	47	4684	362452.758278	4.78372398	1405.37	6414.34	4.56	0.0123914048259565	1.58358393549112	1.11349274837848	1.34175238228135	0.158740741446255	1.00013101716325	0.151967600507572	1
2012-02-28	9.68333333333	0.0194628969828	117586	11726	6627	46	5029	386149.323537	5.47527216	1072.59	4856.96	4.53	0.0124041469544098	1.58523323536592	1.11441100592309	1.34287310386318	0.158719829344439	1.00172597385295	0.15210791143669	1
2012-02-29	7.28333333333	0.015447995996	104815	12087	6825	50	5096	342453.111043	3.15391449	2179.74	9432.49	4.33	0.0124127692639973	1.58987314402184	1.11468305102127	1.34335295524217	0.158792667589781	1.00661953002947	0.152282099543763	1
2012-03-01	7.88333333333	0.0205126053248	159214	12079	6713	45	5123	453115.723772	6.63650636	1752.55	7754.25	4.42	0.0123572429508108	1.59317610809381	1.10907903186273	1.33677687055187	0.158775018973615	1.01119800672649	0.151588878833493	1
2012-03-02	11.95	0.0265932656769	233408	13152	7696	44	6031	731389.395867	4.45115638	784.02	3384.17	4.32	0.0122966593665499	1.59194349237379	1.10180210752707	1.32857349735016	0.158764179625793	1.01298546061968	0.150592203841607	1
2012-03-03	9.85833333333	0.021378757573	158572	10220	5701	42	4378	422063.143165	3.04970302	860.91	3697.21	4.29	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-04	8.18333333333	0.0193751188425	96622	11319	6017	39	4531	630240.967487	3.95643698	701.63	3025.89	4.31	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-05	9.16666666667	0.023541392702	88589	12425	6729	34	5305	437601.315364	4.57778698	2299.57	10083.42	4.38	0.0122749841959578	1.58642527619664	1.096615078238	1.3224469500406	0.158659895062345	1.0098470182752	0.149812285206636	1
2012-03-06	8.9	0.0222007583927	116310	11913	6713	38	4916	360222.310629	4.77293119	1596.23	7364.19	4.61	0.0123044060847749	1.58163281445233	1.09332514068361	1.31815869048843	0.158450229990509	1.00426208830276	0.148751528421955	1
2012-03-07	11.3666666667	0.0199774543711	110238	11591	6574	33	4828	403618.032487	4.97452409	1531.29	7067.99	4.62	0.0123516108353271	1.57561701162175	1.09075162603799	1.3147065706405	0.158310760857348	1.00052927998911	0.147671224785138	1
2012-03-08	8.96666666667	0.0188053876926	97057	12250	6635	44	4983	413181.355809	4.28583196	775.13	3586.3	4.63	0.0123167877817465	1.57587027435901	1.0931088233558	1.31745015427341	0.158294722612243	1.00298387703418	0.147862936971944	1
2012-03-09	9.2	0.0168271983962	107066	11826	6478	51	4806	605187.450668	3.56641541	1398.93	6308.14	4.51	0.0122352595710318	1.57722984812854	1.09539343245914	1.32045101324808	0.158365415527096	1.0080147250791	0.148262145264285	1
2012-03-10	10.5416666667	0.0194435119629	102401	10915	6054	50	4443	534069.03332	5.05300613	1562.65	6870.28	4.4	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-11	12.1666666667	0.0184511242056	73297	9925	5174	46	3726	352413.026389	3.07837341	1567.23	6998.04	4.47	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-12	7.88333333333	0.0153327975753	108891	10385	5728	43	4053	523378.295222	3.51928212	2177.38	9783.05	4.49	0.0121751665562785	1.56954332567396	1.09057081567063	1.31490537283484	0.158242370344114	1.00859728324236	0.147400880278057	1
2012-03-13	9.86666666667	0.0203743231924	135029	12352	6805	36	5183	668177.834788	10.06316769	3729.09	17338.86	4.65	0.0121317704377871	1.56596714914115	1.08849579677348	1.31254093487041	0.158024067065414	1.00873259810177	0.147173315711782	1
2012-03-14	10.55	0.0281050654425	118761	12273	7096	42	5482	460298.910177	5.98762025	2537.72	12392.15	4.88	0.0120420556752402	1.56807647195338	1.08245374945742	1.30829432435756	0.157786445513185	1.00941481195107	0.147089755639789	1
2012-03-15	10.9333333333	0.0247439007426	156955	12046	6577	44	5130	624033.815496	4.16277495	2721.1	13179.58	4.84	0.0119681217110106	1.56778637969905	1.07838918850135	1.30527684269195	0.157766530777095	1.00805537046539	0.146550422871245	1
2012-03-16	9	0.0195086219094	138815	11928	6706	43	5036	492599.653839	7.96536218	1403.35	6861.8	4.89	0.0119661597003674	1.57211446250979	1.08301176908889	1.30857338021516	0.157977134389568	1.00759017680185	0.147071584152154	1
2012-03-17	9.26666666667	0.0185956123263	89781	13116	7473	43	5670	506495.49689	4.23269898	1048.46	5173.05	4.93	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-18	8.38333333333	0.0154078434675	90067	10606	5745	48	4248	403515.814037	3.01294827	2855.02	14043.54	4.92	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-19	9.56666666667	0.0182763232461	115337	11743	6679	37	5057	358260.284539	4.23856313	2383.2	11324.75	4.75	0.0119894013691896	1.58221839676974	1.09016896528793	1.31562328968972	0.158158778761174	1.00897075901843	0.148145075509545	1
2012-03-20	9.15833333333	0.0191058403737	122659	11698	6604	37	4964	496018.040399	4.28587033	1791.29	8256.12	4.61	0.0119796776747925	1.58652846946012	1.0949496542149	1.3209725528323	0.158146522753331	1.00987761293209	0.148516468991246	1
2012-03-21	8.45	0.0184173054165	146266	12291	6980	42	5376	547823.257873	4.19889868	1838.08	8479.19	4.61	0.0119548155790375	1.58663671096556	1.09736478819762	1.32339376390391	0.158028062623361	1.00961252081064	0.148619105580499	1
2012-03-22	9.075	0.018535889112	126082	12360	6756	42	5184	640130.221175	3.31425094	4008.18	18185.47	4.54	0.0120069496224415	1.58480865812666	1.09604415742701	1.32125704395162	0.158047294072278	1.0062538677883	0.148383143081413	1
2012-03-23	10.6333333333	0.0198872272785	127626	10829	6293	44	4796	931256.274558	3.85590401	2052.26	9170.06	4.47	0.012083993421474	1.58410320749217	1.09660305272358	1.32180193326751	0.158213829154379	1.00184941401828	0.148108871869534	1
2012-03-24	7.90833333333	0.0157448191975	103797	11385	6461	54	4929	893589.033587	4.46816675	864.27	3882.44	4.49	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-25	8.54166666667	0.0160164005028	126527	10821	6249	47	4515	522493.174427	13.87452827	1971.63	8638.42	4.38	NA	NA	NA	NA	NA	NA	NA	NA
2012-03-26	8.66666666667	0.0195829491866	111346	11226	6469	38	4874	423096.02412	7.26561565	2350.83	10319.51	4.39	0.012095086733867	1.58726883413517	1.10057251782377	1.32628633195621	0.158298481284371	1.00266709447129	0.148519336475012	1
2012-03-27	8.96666666667	0.018513814823	136448	11432	6346	37	4990	600916.995287	3.94960465	3717.24	16355.37	4.4	0.0120670347916747	1.59360518112916	1.10486982423731	1.3323473962601	0.158278687616434	1.00660838404123	0.149487780121414	1
2012-03-28	9.55	0.0203041100652	134818	12371	7134	47	5550	693995.094686	4.67877081	859.56	3921.37	4.56	0.0120558329736676	1.5934782123724	1.10574089615877	1.33337066771203	0.15820181489122	1.00505340853813	0.149950216528113	1
2012-03-29	9.25	0.022926625588	142839	12719	7526	58	6073	1067404.02968	4.69239431	5510.69	24737.25	4.49	0.0120994331415573	1.59086714986605	1.10413055239652	1.33108645938988	0.15815152497608	1.00197388856046	0.150052593433999	1
2012-03-30	8.3	0.0206554285685	138699	12480	7174	53	5688	1093096.4422	4.04466777	5431.65	24699.75	4.55	0.0121425535790177	1.59561397630194	1.10573233758451	1.33244148583215	0.15821983697028	1.00217471914054	0.150494751495542	1
2012-03-31	8.06666666667	0.0167885294721	114701	11040	6286	58	4799	958244.847389	4.66025176	1843.69	8507.55	4.61	NA	NA	NA	NA	NA	NA	NA	NA
2012-04-01	8.74166666667	0.0165378252665	91777	9586	5619	56	4221	469525.437003	4.34212197	1824.94	8292.5	4.54	NA	NA	NA	NA	NA	NA	NA	NA
2012-04-02	11.4666666667	0.0216525595958	111515	10766	6086	46	4676	810177.588602	4.14115894	5816.54	26786.3	4.61	0.0121189939780719	1.60055571294353	1.10741358021273	1.33375657875432	0.158325548993841	1.00390922251246	0.15114050626024	1
2012-04-03	10.0333333333	0.026564411819	153329	13073	7539	41	5962	759655.140278	4.62668219	1722.29	8136.25	4.72	0.0121453998690726	1.60057364559458	1.10700657672607	1.33267587989925	0.158435418554689	1.0076978035211	0.151475446587485	1
2012-04-04	10.15	0.0225462744422	156515	12774	7479	40	5980	751035.767964	3.95271361	5990.02	28638.14	4.78	0.0121303429611865	1.59322687391362	1.09855463167111	1.32273732553095	0.15839827662675	1.00750997938635	0.150412807951423	1
2012-04-05	10.275	0.0277958717667	167750	11946	6977	58	5552	1026300.8463	6.2116662	4069.48	19424.61	4.77	0.0121383382129453	1.58726883413517	1.09145164159784	1.31287868344526	0.158305999164144	1.00506148966194	0.149112186044292	1
2012-04-06	11.1166666667	0.0275687628645	180108	12300	7000	52	5402	602873.724792	4.94414079	4005.32	19216.97	4.8	0.0121747663357971	1.58598245269014	1.08876718891199	1.3086350282338	0.158292718060091	1.00520495123751	0.148368172653075	1
2012-04-07	9.75	0.0206948193637	108965	11003	6152	61	4755	407210.86552	3.89581731	3281.71	15371.68	4.68	NA	NA	NA	NA	NA	NA	NA	NA
2012-04-08	8.70833333333	0.0173528227088	85880	10863	6061	59	4577	879113.678077	3.8064745	2782.47	12557.31	4.51	NA	NA	NA	NA	NA	NA	NA	NA
2012-04-09	8.66666666667	0.0171992068259	258683	10799	6045	59	4610	1580081.10346	3.83316764	4483.97	20281.56	4.52	0.0122461675618615	1.58674496724165	1.0884756551535	1.30784945083402	0.158261653992546	1.00376109281478	0.147861625176695	1
2012-04-10	9.16666666667	0.0248239157083	256832	13688	8435	62	6883	1168453.42166	4.69114701	8555.14	39643.16	4.63	0.0122987615147155	1.58746033333492	1.08935665863811	1.30926382713528	0.158212327271692	1.00151027749847	0.147674932032613	1
2012-04-11	8.5	0.0225886298226	139353	13265	7485	58	6055	1113398.83357	6.53992391	3838.45	18228.14	4.75	0.0123501006533203	1.58849926531909	1.09039363210119	1.31026223588389	0.158175289856219	0.998223162770269	0.147297098247165	1
2012-04-12	10.2333333333	0.0276154020558	255538	14415	8513	58	6776	1625269.80808	6.96030524	9351.68	44199.55	4.73	0.0123618104118584	1.59210570308184	1.09235298294291	1.31306313995415	0.158231603598187	0.999030939988212	0.147448695226496	1
2012-04-13	11.5333333333	0.0263319545322	194199	12853	7549	66	6243	944297.83763	4.42240979	8352.32	39434.64	4.72	0.0123517328863653	1.59257224305838	1.09332992214398	1.31435406069687	0.158419355043122	1.00270429347951	0.147740384686414	1
2012-04-14	9.63333333333	0.0257273150566	187669	13306	7935	51	6457	811725.621915	5.88161612	4057.36	19688.06	4.85	NA	NA	NA	NA	NA	NA	NA	NA
2012-04-15	11.325	0.0253232075618	86481	12285	7313	51	5919	1329795.84177	4.03081438	1174.3	5664.94	4.82	NA	NA	NA	NA	NA	NA	NA	NA
2012-04-16	10.05	0.0262587626178	163626	13624	7846	52	6426	1516544.52555	4.67124833	10470.34	50283.86	4.8	0.0123776622804357	1.58729150926026	1.08851001483639	1.30873950063736	0.158378959671965	1.00152532306703	0.147250682506913	1
2012-04-17	9.21666666667	0.0280162784415	218911	14357	8354	45	6827	1161251.57938	7.52707743	2966.23	14414.13	4.86	0.0124031161589038	1.58893592139216	1.08979710157563	1.30980572961418	0.158341844207459	1.00277166087065	0.147450217120445	1
2012-04-18	10.6083333333	0.0324373714259	177576	13860	8145	46	6626	1158712.00703	5.87363778	6757.78	33793.66	5	0.0123420373494734	1.59457589065036	1.09137540585523	1.31166463358648	0.158361904460263	1.00799948390426	0.147840421049519	1
