Date,Value
2014-05-06,5480499989.75
2014-05-05,5446671642.75
2014-05-04,5551993638.0
2014-05-03,5528578000.0
2014-05-02,5692506204.0
2014-05-01,5849556161.5
2014-04-30,5707665550.0
2014-04-29,5689505910.0
2014-04-28,5678844450.0
2014-04-27,5589358020.0
2014-04-26,5889432077.0
2014-04-25,5827336661.25
2014-04-24,6237162710.0
2014-04-23,6180815740.0
2014-04-22,6255140735.25
2014-04-21,6293422987.5
2014-04-20,6337982518.5
2014-04-19,6332183310.0
2014-04-18,6077902743.5
2014-04-17,6266167875.0
2014-04-16,6472815112.5
2014-04-15,6197777923.5
2014-04-14,5730397111.5
2014-04-13,5119777125.0
2014-04-12,5370238521.0
2014-04-11,5406562275.5
2014-04-10,5064118725.0
2014-04-09,5593849485.0
2014-04-08,5730692600.75
2014-04-07,5649057225.5
2014-04-06,5797898152.25
2014-04-05,5697532960.0
2014-04-04,5622022951.5
2014-04-03,5623561788.75
2014-04-02,5604741625.0
2014-04-01,6037174753.0
2014-03-31,5751722025.0
2014-03-30,5649401257.5
2014-03-29,6288195326.0
2014-03-28,6324533375.0
2014-03-27,6538419810.0
2014-03-26,7359247287.5
2014-03-25,7285587718.5
2014-03-24,7182689800.0
2014-03-23,7118715007.75
2014-03-22,6988706850.0
2014-03-21,7274611573.5
2014-03-20,7397493750.0
2014-03-19,7625780519.5
2014-03-18,7856357025.0
2014-03-17,7825273315.0
2014-03-16,7950718680.0
2014-03-15,7965110034.5
2014-03-14,7964578727.25
2014-03-13,8039179622.0
2014-03-12,8030086547.5
2014-03-11,7787355647.5
2014-03-10,7773366674.25
2014-03-09,7970696165.5
2014-03-08,7606014150.0
2014-03-07,7756914967.5
2014-03-06,8200135216.0
2014-03-05,8295167237.5
2014-03-04,8451643187.25
2014-03-03,8310755125.0
2014-03-02,6979296116.0
2014-03-01,7122018712.5
2014-02-28,7200509201.75
2014-02-27,7287458482.75
2014-02-26,7287410254.5
2014-02-25,6570696000.0
2014-02-24,6779936250.0
2014-02-23,7794323689.0
2014-02-22,7508165977.0
2014-02-21,7035698628.0
2014-02-20,7238794695.0
2014-02-19,7748321499.75
2014-02-18,7780597426.0
2014-02-17,7966979250.0
2014-02-16,7734813662.5
2014-02-15,8078031423.0
2014-02-14,8331452415.0
2014-02-13,7856007836.25
2014-02-12,8262169493.75
2014-02-11,8296409000.0
2014-02-10,8231719125.0
2014-02-09,8786037000.0
2014-02-08,8746243975.0
2014-02-07,9185626009.0
2014-02-06,9617966650.0
2014-02-05,9886600000.0
2014-02-04,9994983473.75
2014-02-03,10050226550.0
2014-02-02,10117509693.0
2014-02-01,10069683795.5
2014-01-31,9899258812.5
2014-01-30,9856971517.25
2014-01-29,9905916930.0
2014-01-28,9860844595.0
2014-01-27,9571727025.0
2014-01-26,10181507196.0
2014-01-25,9922504800.0
2014-01-24,9711394517.5
2014-01-23,10001792365.5
2014-01-22,9998543353.75
2014-01-21,10111586132.0
2014-01-20,10220612013.0
2014-01-19,10232530350.0
2014-01-18,9842267405.5
2014-01-17,9734293075.0
2014-01-16,10196347805.0
2014-01-15,10398269665.0
2014-01-14,10064180131.2
2014-01-13,9902642684.75
2014-01-12,10427515750.0
2014-01-11,10923824725.0
2014-01-10,10130861704.5
2014-01-09,9902844981.75
2014-01-08,10096391537.5
2014-01-07,10607038228.5
2014-01-06,11419923171.5
2014-01-05,10948873600.0
2014-01-04,10045556735.5
