Date,Value
2014-12-23,13639050.0
2014-12-22,13635000.0
2014-12-21,13631775.0
2014-12-20,13628150.0
2014-12-19,13624625.0
2014-12-18,13621525.0
2014-12-17,13618050.0
2014-12-16,13614875.0
2014-12-15,13611550.0
2014-12-14,13607725.0
2014-12-13,13604425.0
2014-12-12,13600850.0
2014-12-11,13597300.0
2014-12-10,13593675.0
2014-12-09,13589575.0
2014-12-08,13586100.0
2014-12-07,13582350.0
2014-12-06,13579300.0
2014-12-05,13575675.0
2014-12-04,13571925.0
2014-12-03,13568225.0
2014-12-02,13565200.0
2014-12-01,13561650.0
2014-11-30,13558075.0
2014-11-29,13554175.0
2014-11-28,13550400.0
2014-11-27,13546525.0
2014-11-26,13543250.0
2014-11-25,13539675.0
2014-11-24,13536475.0
2014-11-23,13532600.0
2014-11-22,13529075.0
2014-11-21,13525125.0
2014-11-20,13522025.0
2014-11-19,13518600.0
2014-11-18,13515175.0
2014-11-17,13511425.0
2014-11-16,13507625.0
2014-11-15,13504000.0
2014-11-14,13500250.0
2014-11-13,13496600.0
2014-11-12,13492950.0
2014-11-11,13489575.0
2014-11-10,13486050.0
2014-11-09,13482100.0
2014-11-08,13478625.0
2014-11-07,13474725.0
2014-11-06,13471125.0
2014-11-05,13467500.0
2014-11-04,13463500.0
2014-11-03,13459400.0
2014-11-02,13455525.0
2014-11-01,13451425.0
2014-10-31,13447425.0
2014-10-30,13442725.0
2014-10-29,13438400.0
2014-10-28,13434800.0
2014-10-27,13431050.0
2014-10-26,13427325.0
2014-10-25,13424075.0
2014-10-24,13420275.0
2014-10-23,13416200.0
2014-10-22,13412625.0
2014-10-21,13408350.0
2014-10-20,13404850.0
2014-10-19,13401400.0
2014-10-18,13398050.0
2014-10-17,13393825.0
2014-10-16,13390475.0
2014-10-15,13386725.0
2014-10-14,13383050.0
2014-10-13,13379550.0
2014-10-12,13375725.0
2014-10-11,13372025.0
2014-10-10,13368450.0
2014-10-09,13364475.0
2014-10-08,13360925.0
2014-10-07,13357650.0
2014-10-06,13353875.0
2014-10-05,13349875.0
2014-10-04,13345425.0
2014-10-03,13341850.0
2014-10-02,13338325.0
2014-10-01,13334625.0
2014-09-30,13331000.0
2014-09-29,13327200.0
2014-09-28,13323750.0
2014-09-27,13320275.0
2014-09-26,13317075.0
2014-09-25,13313300.0
2014-09-24,13309225.0
2014-09-23,13305150.0
2014-09-22,13301375.0
2014-09-21,13297450.0
2014-09-20,13293075.0
2014-09-19,13288750.0
2014-09-18,13284700.0
2014-09-17,13280075.0
2014-09-16,13275350.0
2014-09-15,13271125.0
2014-09-14,13267425.0
2014-09-13,13263175.0
2014-09-12,13258750.0
2014-09-11,13254725.0
2014-09-10,13250675.0
2014-09-09,13246775.0
2014-09-08,13243475.0
2014-09-07,13239650.0
2014-09-06,13235550.0
2014-09-05,13231350.0
2014-09-04,13227625.0
2014-09-03,13223450.0
2014-09-02,13219475.0
2014-09-01,13215900.0
2014-08-31,13212150.0
2014-08-30,13207275.0
2014-08-29,13202975.0
2014-08-28,13198825.0
2014-08-27,13194300.0
2014-08-26,13190275.0
2014-08-25,13186125.0
2014-08-24,13182775.0
2014-08-23,13178675.0
2014-08-22,13174750.0
2014-08-21,13170725.0
2014-08-20,13166525.0
2014-08-19,13162575.0
2014-08-18,13157425.0
2014-08-17,13153050.0
2014-08-16,13148925.0
2014-08-15,13144650.0
2014-08-14,13140575.0
2014-08-13,13136325.0
2014-08-12,13132400.0
2014-08-11,13127875.0
2014-08-10,13123325.0
2014-08-09,13118850.0
2014-08-08,13114525.0
2014-08-07,13110500.0
2014-08-06,13106575.0
2014-08-05,13102750.0
2014-08-04,13099450.0
2014-08-03,13096075.0
2014-08-02,13092275.0
2014-08-01,13088050.0
2014-07-31,13084225.0
2014-07-30,13080375.0
2014-07-29,13076000.0
2014-07-28,13072275.0
2014-07-27,13068875.0
2014-07-26,13064850.0
2014-07-25,13061350.0
2014-07-24,13057425.0
2014-07-23,13053700.0
2014-07-22,13050050.0
2014-07-21,13046475.0
2014-07-20,13042750.0
2014-07-19,13038500.0
2014-07-18,13034200.0
2014-07-17,13030225.0
2014-07-16,13025950.0
2014-07-15,13021825.0
2014-07-14,13018375.0
2014-07-13,13014750.0
2014-07-12,13010900.0
2014-07-11,13006775.0
2014-07-10,13003025.0
2014-07-09,12999175.0
2014-07-08,12995200.0
2014-07-07,12991150.0
2014-07-06,12987675.0
2014-07-05,12983950.0
2014-07-04,12980150.0
2014-07-03,12976150.0
2014-07-02,12972825.0
2014-07-01,12969350.0
2014-06-30,12965900.0
2014-06-29,12962775.0
2014-06-28,12958425.0
2014-06-27,12953750.0
2014-06-26,12949075.0
2014-06-25,12944800.0
2014-06-24,12940150.0
2014-06-23,12935200.0
2014-06-22,12931250.0
2014-06-21,12926425.0
2014-06-20,12921700.0
2014-06-19,12917075.0
2014-06-18,12913300.0
2014-06-17,12909050.0
2014-06-16,12904600.0
2014-06-15,12899525.0
2014-06-14,12894875.0
2014-06-13,12890475.0
2014-06-12,12886275.0
2014-06-11,12882400.0
2014-06-10,12878750.0
2014-06-09,12874325.0
2014-06-08,12870925.0
2014-06-07,12867175.0
2014-06-06,12863350.0
2014-06-05,12859650.0
2014-06-04,12856025.0
2014-06-03,12851450.0
2014-06-02,12846750.0
2014-06-01,12842275.0
2014-05-31,12837800.0
2014-05-30,12834000.0
2014-05-29,12829925.0
2014-05-28,12826650.0
2014-05-27,12822225.0
2014-05-26,12819000.0
2014-05-25,12814775.0
2014-05-24,12811000.0
2014-05-23,12806800.0
2014-05-22,12802850.0
2014-05-21,12798675.0
2014-05-20,12794225.0
2014-05-19,12789750.0
2014-05-18,12785325.0
2014-05-17,12781475.0
2014-05-16,12776900.0
2014-05-15,12772350.0
2014-05-14,12768200.0
2014-05-13,12764450.0
2014-05-12,12760200.0
2014-05-11,12756275.0
2014-05-10,12752125.0
2014-05-09,12747700.0
2014-05-08,12743550.0
2014-05-07,12739650.0
2014-05-06,12735575.0
2014-05-05,12730925.0
2014-05-04,12727800.0
2014-05-03,12724000.0
2014-05-02,12720400.0
2014-05-01,12716150.0
2014-04-30,12711950.0
2014-04-29,12708300.0
2014-04-28,12704350.0
2014-04-27,12700200.0
2014-04-26,12696025.0
2014-04-25,12691575.0
2014-04-24,12687475.0
2014-04-23,12683800.0
2014-04-22,12679425.0
2014-04-21,12675575.0
2014-04-20,12671150.0
2014-04-19,12666900.0
2014-04-18,12662825.0
2014-04-17,12658925.0
2014-04-16,12654575.0
2014-04-15,12650850.0
2014-04-14,12645975.0
2014-04-13,12641425.0
2014-04-12,12636450.0
2014-04-11,12632450.0
2014-04-10,12628725.0
2014-04-09,12624350.0
2014-04-08,12620725.0
2014-04-07,12616825.0
2014-04-06,12613175.0
2014-04-05,12609625.0
2014-04-04,12605150.0
2014-04-03,12600125.0
2014-04-02,12594925.0
2014-04-01,12590300.0
2014-03-31,12585825.0
2014-03-30,12581625.0
2014-03-29,12577900.0
2014-03-28,12573625.0
2014-03-27,12569050.0
2014-03-26,12564875.0
2014-03-25,12560925.0
2014-03-24,12557150.0
2014-03-23,12552175.0
2014-03-22,12547050.0
2014-03-21,12542650.0
2014-03-20,12538125.0
2014-03-19,12533950.0
2014-03-18,12530075.0
2014-03-17,12526450.0
2014-03-16,12522000.0
2014-03-15,12518050.0
2014-03-14,12513675.0
2014-03-13,12510200.0
2014-03-12,12505975.0
2014-03-11,12501775.0
2014-03-10,12497575.0
2014-03-09,12493450.0
2014-03-08,12489350.0
2014-03-07,12484975.0
2014-03-06,12480800.0
